0.00000000	-17.40531330	25.12826847	25.65252440	-13.08479444	-13.20927854	3.21695473	4.86381554
0.00833333	-17.37705858	24.97486529	25.62423492	-12.91566608	-13.20388546	3.21657555	4.87376866
0.01666667	-17.29723185	24.86390865	25.50234649	-12.84411273	-13.15537215	3.13448479	4.85119733
0.02500000	-17.30555332	24.93437974	25.52036127	-12.97169273	-13.16210072	3.21716756	4.89034847
0.03333333	-17.31882058	24.96345163	25.52899216	-13.00826861	-13.15443618	3.23590188	4.87111490
0.04166667	-17.35487720	25.02947696	25.57283621	-13.07012398	-13.15599654	3.29773862	4.91176479
0.05000000	-17.37814140	25.08417229	25.60405824	-13.12480561	-13.15895459	3.33234457	4.92863124
0.05833333	-17.34261705	25.04946395	25.53708410	-13.13377098	-13.10830443	3.27922294	4.84662057
0.06666667	-17.35696559	25.04137934	25.54171684	-13.10434703	-13.08929122	3.29664665	4.83492790
0.07500000	-17.37884594	25.06974315	25.56330965	-13.12679051	-13.07822698	3.33187261	4.86395054
0.08333333	-17.41336216	25.10892058	25.59256981	-13.13457320	-13.05719206	3.35711457	4.88288060
0.09166667	-17.39930485	25.08290178	25.56816873	-13.11226732	-13.03441151	3.30180284	4.81780450
0.10000000	-17.43917470	25.13689903	25.61060815	-13.14054169	-13.02589065	3.35094807	4.86232504
0.10833333	-17.46510559	25.15773271	25.63314218	-13.13924232	-13.02175970	3.35377496	4.85639880
0.11666667	-17.50201341	25.19828094	25.66637411	-13.14834785	-13.00156675	3.37199095	4.87719429
0.12500000	-17.26868053	24.87491539	25.33667995	-13.03163786	-12.85666052	3.24896547	4.73819856
0.13333333	-17.32695570	24.93698903	25.42245158	-13.05037735	-12.89214072	3.32841787	4.78684017
0.14166667	-17.35806281	24.98302927	25.44860826	-13.06577927	-12.88614941	3.30811473	4.76988289
0.15000000	-17.38686668	25.01588183	25.49597670	-13.07142091	-12.90147081	3.31431230	4.77073249
0.15833333	-17.42503883	25.07976021	25.54824432	-13.12125178	-12.92372028	3.35385807	4.81308878
0.16666667	-17.43924746	25.07844583	25.54381071	-13.09899188	-12.90281512	3.29833991	4.76474330
0.17500000	-17.46799717	25.12975919	25.59276245	-13.13088701	-12.92073259	3.34486441	4.80864116
0.18333333	-17.50431758	25.17348737	25.65425707	-13.14750351	-12.95738070	3.37914228	4.83554503
0.19166667	-17.47610169	25.12187258	25.60594669	-13.11148937	-12.93145622	3.29898190	4.76595332
0.20000000	-17.51618186	25.16525384	25.66108006	-13.13782515	-12.95555013	3.36416896	4.82076227
0.20833333	-17.48147235	25.11482205	25.59821869	-13.12568385	-12.93292365	3.31716757	4.76386310
0.21666667	-17.50955581	25.14621332	25.63534900	-13.13665378	-12.94245153	3.36170706	4.80526584
0.22500000	-17.52340335	25.17089644	25.66109448	-13.15308563	-12.95942539	3.38022551	4.82802628
0.23333333	-17.42494928	25.02555801	25.53364831	-13.10020973	-12.93566122	3.31719592	4.79089235
0.24166667	-17.45727389	25.05811635	25.57048054	-13.11061524	-12.94944573	3.34549826	4.81409072
0.25000000	-17.48870734	25.11721978	25.63997767	-13.14929073	-13.00234922	3.39167745	4.84777331
0.25833333	-17.51165452	25.12785015	25.65250082	-13.13854545	-12.99780189	3.41647358	4.86964972
0.26666667	-17.51881826	25.13189701	25.64680197	-13.14455706	-12.99720075	3.33906409	4.83712524
0.27500000	-17.53411096	25.15236052	25.67516766	-13.15717991	-13.01485712	3.37934702	4.86673473
0.28333333	-17.51797050	25.12301813	25.66141450	-13.14305235	-13.02832174	3.35546910	4.85498359
0.29166667	-17.54457486	25.14304924	25.68272719	-13.13714492	-13.03884321	3.36061881	4.87769340
0.30000000	-17.58643863	25.20174553	25.74534729	-13.17292202	-13.07800170	3.41387865	4.92919702
0.30833333	-17.56238046	25.16457262	25.69217525	-13.13891870	-13.05373945	3.34091082	4.90167789
0.31666667	-17.59511994	25.18907616	25.73669155	-13.13538168	-13.06405930	3.38248879	4.93923509
0.32500000	-17.50045504	25.05099461	25.63245896	-13.07353987	-13.06959940	3.32607218	4.95835527
0.33333333	-17.53190774	25.07608282	25.66327314	-13.06776576	-13.06323782	3.35281670	4.98486721
0.34166667	-17.55287577	25.10129652	25.67691402	-13.06815127	-13.05523284	3.34925477	4.98789096
0.35000000	-17.54586563	25.11489712	25.65603180	-13.08894257	-13.05683136	3.31744265	4.96137425
0.35833333	-17.57435473	25.13054809	25.69159150	-13.08517734	-13.06535981	3.36604198	5.00015218
0.36666667	-17.56796210	25.09952279	25.69535448	-13.05062811	-13.07526665	3.29642072	4.94935324
0.37500000	-17.61837521	25.15142576	25.76137972	-13.05991561	-13.11969409	3.37129881	5.00566044
0.38333333	-17.58606444	25.10409929	25.68569093	-13.04211714	-13.06496319	3.30614347	4.97442058
0.39166667	-17.60126662	25.12532261	25.71042121	-13.04803547	-13.07616314	3.33744107	4.99844574
0.40000000	-17.64717209	25.13520396	25.76844063	-13.02313538	-13.09032803	3.36521020	5.00457454
0.40833333	-17.66686873	25.17240367	25.77797909	-13.05161672	-13.08118526	3.37636269	5.02929486
0.41666667	-17.69292773	25.21158389	25.80336828	-13.07424883	-13.08813106	3.39700856	5.04520544
0.42500000	-17.61726524	25.12267106	25.70019776	-13.05180493	-13.08641849	3.34808402	4.98287522
0.43333333	-17.61834322	25.09358514	25.70977248	-13.02557173	-13.08266229	3.34035390	4.99066717
0.44166667	-17.65473560	25.15282709	25.75911957	-13.05267675	-13.11578406	3.39445232	5.04134144
