0.00000000	-17.40987429	24.29206746	22.73882955	-12.38196263	-9.96025486	2.43151000	5.13221631
0.00833333	-17.22939985	24.00103164	22.68374456	-12.27845548	-10.51599022	2.53629615	5.90619477
0.01666667	-17.09524334	23.84711559	22.52425081	-12.21340578	-10.54890035	2.49171237	5.82114339
0.02500000	-17.09749006	23.86235024	22.51641110	-12.20323154	-10.48950113	2.40452890	5.82277815
0.03333333	-16.99581458	23.73345576	22.36615856	-12.15333924	-10.43907786	2.38678284	5.82425100
0.04166667	-16.91879594	23.63433508	22.24495209	-12.10317382	-10.36420709	2.38951752	5.78285318
0.05000000	-17.05942014	23.84615852	22.47051551	-12.18202189	-10.48529610	2.39145983	5.80065686
0.05833333	-16.97398102	23.73920428	22.33615202	-12.13526279	-10.41392562	2.34321452	5.78188259
0.06666667	-17.02444107	23.72442451	22.35231557	-12.07496806	-10.31370075	2.41599083	5.78724124
0.07500000	-16.98460472	23.76462071	22.32235367	-12.13281851	-10.35534883	2.29728729	5.74796390
0.08333333	-16.92775174	23.70848659	22.23919468	-12.09624601	-10.29561739	2.33521152	5.71833701
0.09166667	-17.12974906	23.94993169	22.59459051	-12.12339821	-10.57564913	2.32422823	5.82589697
0.10000000	-16.99471961	23.77939974	22.38753620	-12.06601630	-10.46031516	2.27006431	5.78536968
0.10833333	-17.03571274	23.84909553	22.46793310	-12.08635732	-10.51972231	2.26057907	5.79140937
0.11666667	-16.96796343	23.77280648	22.36851577	-12.06780458	-10.46288407	2.21833863	5.77328302
0.12500000	-16.89431641	23.67208406	22.22906358	-12.02024915	-10.36164789	2.19992283	5.73398384
0.13333333	-17.04308951	23.86775995	22.46765200	-12.08233087	-10.48735913	2.23028047	5.79774671
0.14166667	-16.96072394	23.76971954	22.32278600	-12.05291952	-10.39331264	2.21096723	5.76074283
0.15000000	-16.96376074	23.78672009	22.33258648	-12.06965579	-10.39526670	2.18724259	5.73031045
0.15833333	-17.05147353	23.89004384	22.45923191	-12.06870825	-10.43901501	2.22821264	5.72805111
0.16666667	-16.98468623	23.81536081	22.33711987	-12.05265333	-10.35625035	2.19192338	5.70035540
0.17500000	-17.07432296	23.93691282	22.47075415	-12.08636718	-10.41963660	2.22665877	5.71117702
0.18333333	-16.93975372	23.76344825	22.23544366	-12.02720297	-10.26588418	2.15213094	5.65469182
0.19166667	-17.02878252	23.89251771	22.36313778	-12.08120258	-10.30350142	2.17857098	5.68676759
0.20000000	-17.12511226	24.01237382	22.46138616	-12.10370042	-10.29707325	2.16929465	5.70816663
0.20833333	-17.16850302	24.04366217	22.59872490	-12.07743628	-10.46922695	2.19472591	5.80709117
0.21666667	-17.06314699	23.90371627	22.43129763	-12.02465487	-10.37662713	2.15909974	5.78247198
0.22500000	-17.00486007	23.83150535	22.33025738	-11.99585896	-10.31019950	2.13462555	5.76056219
0.23333333	-16.98140819	23.80970375	22.29263386	-11.99714378	-10.29365494	2.11996914	5.74488746
0.24166667	-17.05017141	23.89353454	22.41592464	-12.01599582	-10.38334949	2.17935786	5.75790167
0.25000000	-17.10884330	23.99179540	22.46721740	-12.07057161	-10.36993576	2.13957443	5.75881247
0.25833333	-17.01427436	23.84758946	22.30585516	-11.99150386	-10.26367405	2.15206326	5.72271317
0.26666667	-16.94424288	23.73431103	22.19401034	-11.93624716	-10.20338834	2.11252241	5.68184364
0.27500000	-17.06002226	23.89223369	22.31891510	-11.96237602	-10.20377292	2.11299486	5.68996609
0.28333333	-17.20450553	24.10226500	22.61077378	-12.07172138	-10.46255959	2.16312984	5.76363069
0.29166667	-17.10703745	23.96615673	22.43775683	-12.02094078	-10.33496939	2.16749962	5.72822195
0.30000000	-17.12844462	24.01240575	22.42327549	-12.04970014	-10.27049237	2.10293286	5.68981554
0.30833333	-17.02949241	23.85422323	22.35417313	-11.96777032	-10.35508022	2.08824067	5.74638317
0.31666667	-17.17621911	24.06504185	22.51926228	-12.04667535	-10.36161245	2.11953946	5.70770039
0.32500000	-17.09511038	23.94309858	22.36170714	-11.99101391	-10.24334522	2.14073637	5.68375057
0.33333333	-17.02921318	23.87101843	22.34164699	-12.00138537	-10.34452608	2.03681046	5.76125490
0.34166667	-16.99994654	23.79744884	22.22183367	-11.94255860	-10.16407328	2.12957151	5.68284017
0.35000000	-17.18281251	24.05952633	22.53452882	-12.04590792	-10.40633251	2.16440142	5.76727167
0.35833333	-17.13071759	23.96922783	22.41504378	-12.00071745	-10.28387200	2.20517250	5.76422042
0.36666667	-17.06056968	23.88707791	22.32940206	-11.98069787	-10.26767832	2.11492084	5.71643387
0.37500000	-17.29582552	24.20305431	22.69671610	-12.07915677	-10.47580258	2.16853140	5.79917045
0.38333333	-17.18468996	24.05481144	22.52710643	-12.04105109	-10.38105859	2.13181992	5.76323805
0.39166667	-17.13265497	23.98333616	22.45961518	-12.00838426	-10.34523804	2.18252413	5.70195343
0.40000000	-17.27324620	24.14767884	22.64646153	-12.01246568	-10.41640984	2.09861919	5.77304517
0.40833333	-17.18586305	24.02337707	22.51006410	-11.97642324	-10.34122110	2.11208721	5.73363949
0.41666667	-17.11938427	23.93618745	22.39846273	-11.95535384	-10.27196819	2.09900359	5.71177212
0.42500000	-17.10346755	23.93026052	22.44037304	-11.98911917	-10.41274068	2.14357352	5.80337233
0.43333333	-17.03624617	23.83879754	22.31542259	-11.95236835	-10.30778395	2.17432026	5.77560349
0.44166667	-17.07001053	23.88413407	22.35584833	-11.97191943	-10.31160042	2.13118561	5.77674998
0.45000000	-17.00270002	23.77917335	22.23921878	-11.93072319	-10.23030630	2.14977136	5.74935026
0.45833333	-16.98899287	23.74386423	22.18970007	-11.89936818	-10.16300123	2.17945351	5.74461974
0.46666667	-17.18099643	24.02089103	22.53032656	-12.00798352	-10.41214904	2.16083757	5.79165874
0.47500000	-17.48318464	24.37697197	22.94999113	-12.09115037	-10.56397070	2.22072606	5.91212284
0.48333333	-17.69321935	24.64968484	23.23585370	-12.15032008	-10.68444478	2.18463514	5.86485916
0.49166667	-17.12821924	23.92466413	22.44424481	-11.96297607	-10.38073799	2.14827993	5.75173922
