1.71500000	6.21441160	-16.82343097	3.28610651	12.50749160	-11.49498238	-64.32817778	12.55431550	11.90986436
1.72333330	7.57399782	-18.34564240	0.59304659	12.01481808	-10.49022507	-64.09048456	12.78109123	12.25557053
1.73166670	8.32226085	-19.65398200	-1.14281400	12.02489755	-9.85083395	-63.56568753	12.66749156	13.00130390
1.74000000	8.39491068	-20.10427344	-1.67443769	13.04325228	-10.01178037	-63.42138308	12.97529697	13.78733380
1.74833330	8.49831956	-20.34143606	-2.57187652	13.87288009	-9.61739873	-62.63568096	13.45501741	13.94845236
1.75666670	9.82501093	-21.96498960	-5.09633903	13.01393633	-8.76123926	-61.52428198	13.68604041	15.28363913
1.76500000	9.78109523	-21.89117849	-6.05007691	13.55983249	-8.12512257	-60.78972808	14.06423923	16.16378421
1.77333330	9.80393816	-22.02137093	-6.77607918	14.29307812	-7.83451050	-59.68528437	14.19278216	16.85197197
1.78166670	10.58808850	-23.01969700	-8.53158802	14.09849380	-7.20483777	-58.20313743	14.37752559	17.49130049
1.79000000	11.06884476	-23.45755629	-10.03690587	13.84759060	-6.54544232	-56.30365993	14.92443843	18.08806749
1.79833330	10.85489481	-23.20800636	-10.40763564	14.55606281	-6.42207728	-54.55013978	14.98945019	18.13757506
1.80666670	11.12755481	-23.62708638	-11.50086259	14.90321825	-5.98382557	-52.90502706	15.37437393	18.46316916
1.81500000	11.72704406	-24.36779309	-12.92641254	14.18991237	-5.62902333	-50.41185115	15.63685397	18.72685070
1.82333330	11.50413326	-24.04142297	-13.34327559	14.92991970	-5.45454835	-48.47145087	16.08239204	18.76773215
1.83166670	11.35304671	-23.76483978	-13.80368601	15.38569301	-5.27926805	-46.32524596	16.66410599	18.57492780
1.84000000	11.24793336	-23.68333234	-14.32338234	15.81580550	-5.10525191	-44.07579226	16.95195925	18.75826339
1.84833330	11.26233254	-23.65841573	-14.91565647	15.96891400	-5.13641765	-41.80681993	17.32688642	18.37264815
1.85666670	11.25695268	-23.59188871	-15.50795589	15.96422375	-5.15514231	-39.27110536	17.82210283	18.61304015
1.86500000	11.27896388	-23.70763409	-16.06216186	15.95746269	-5.16292568	-36.90220986	18.21492814	17.87853697
1.87333330	11.34817996	-23.73134721	-16.82527790	15.70766677	-5.05736461	-34.24837168	18.13714743	18.09102951
1.88166670	11.20720253	-23.57347310	-17.17913838	15.83754628	-5.16249711	-31.79482182	18.40398362	17.43881587
1.89000000	11.12190129	-23.38126946	-17.64875746	15.83128488	-5.36124881	-29.44311097	18.33999183	16.68641778
1.89833330	11.07254174	-23.33500292	-18.18324965	15.82283997	-5.42379336	-27.16298198	18.71688017	16.09289456
1.90666670	11.51883082	-23.86809808	-19.14876211	15.12785525	-5.65859981	-24.80369598	19.13777974	15.18600997
1.91500000	11.20122568	-23.37049474	-19.39262003	15.29101050	-5.71938553	-22.63393101	19.55812363	14.07319403
1.92333330	11.43344882	-23.64889529	-20.08988331	14.90588090	-6.08770049	-20.90673745	20.14556731	13.45809979
1.93166670	11.22058983	-23.42226715	-20.18387181	15.01669679	-6.60077660	-19.01637918	20.41344893	12.01152818
1.94000000	11.11618162	-23.27808875	-20.43348159	14.89675694	-7.14168800	-17.09423801	20.88815349	10.86779803
1.94833330	11.42391249	-23.60427541	-21.17948737	14.27165631	-7.62700973	-15.40859418	21.09018337	9.48258506
1.95666670	11.20255626	-23.45312237	-21.21046104	14.31390850	-8.20257222	-13.94506971	21.31053693	8.28123243
1.96500000	11.29088307	-23.37744771	-21.79140041	13.85997093	-8.49585739	-12.09046110	22.19644166	8.14898968
1.97333330	11.33268575	-23.34732744	-22.24225326	13.41467288	-8.84914758	-10.53823886	22.62006992	7.80666055
1.98166670	11.23045792	-23.25698781	-22.51592877	13.24607514	-9.31122051	-9.22069246	22.51769809	7.71203849
1.99000000	11.17063972	-23.07984804	-22.79062768	13.04824157	-9.82986776	-8.19066316	22.75106538	7.73882672
1.99833330	11.00220673	-22.85934168	-23.15147752	13.06553255	-9.93500107	-7.59273647	22.87893129	7.98060410
2.00666670	11.22314969	-23.05179607	-23.79689832	12.58949719	-10.32093832	-7.11682856	23.40897971	8.43390241
2.01500000	11.18838858	-22.86811806	-24.26029818	12.46855414	-10.55890089	-6.96555502	23.40498295	8.72432960
2.02333330	11.74579795	-23.36342906	-25.46156762	11.72730391	-10.62755469	-7.36692758	23.20460943	8.52255408
2.03166670	11.65995537	-23.12822889	-25.89556939	11.83550052	-10.83505821	-7.94117191	23.37900122	8.71099819
2.04000000	11.68270146	-22.99162182	-26.36114643	11.91574417	-11.13798416	-9.01705693	23.32585957	8.73716409
2.04833330	11.60833678	-22.70320234	-26.85839680	11.97775566	-11.27279218	-10.05143398	23.20010776	8.53788175
2.05666670	11.32122365	-22.11507902	-26.90511905	12.22700848	-11.80813265	-10.89919931	22.86035682	7.46086823
2.06500000	11.27015307	-22.01413055	-27.36894690	12.34992918	-12.05088735	-12.02547968	22.74271312	5.63377484
2.07333330	11.05805899	-21.48553166	-27.51635804	12.42121407	-12.43954552	-12.01322041	22.14920088	2.20284160
2.08166670	10.95516475	-21.12870301	-27.67410100	12.75364130	-12.99188888	-12.60925213	21.76444204	3.07304205
2.09000000	10.80161872	-20.89442111	-27.58976635	13.05793115	-13.65509146	-13.80261555	20.88403259	4.52919626
2.09833330	10.72178972	-20.71012511	-27.70036963	13.46868912	-14.29337132	-15.34470994	19.73504321	5.54806645
2.10666670	10.29915488	-20.36724082	-27.53383152	15.20370031	-14.81705756	-17.71113393	18.52985908	6.71580576
2.11500000	10.03383321	-19.98371413	-27.16762551	15.94160068	-15.88364532	-19.05909199	16.85911794	7.17047633
2.12333330	9.92505464	-19.65868374	-26.84076311	16.40992840	-17.14719524	-20.37246862	15.30358461	7.93762821
2.13166670	9.59554307	-19.14357123	-26.06578861	17.08374199	-18.72736499	-21.83932351	14.02799153	8.60309460
2.14000000	9.71216452	-19.19945402	-25.58610292	16.92313871	-20.60516415	-22.88232595	12.15832286	9.52928808
2.14833330	9.26000245	-18.63115094	-24.27040795	17.44348487	-22.75515414	-23.83354988	9.71066855	10.41102074
2.15666670	9.27551112	-18.62118385	-23.20945997	16.96083037	-25.24301456	-24.09407338	7.39987106	11.04788474
2.16500000	8.60125310	-17.89681250	-21.18961693	17.25169709	-27.97510945	-24.26026576	4.34945419	11.87207706
2.17333330	8.50034034	-17.67982116	-19.75220243	16.66401064	-30.64842985	-24.10267295	1.43821070	12.56788413
2.18166670	7.58944332	-16.72425860	-17.01040321	17.13236916	-33.99666679	-24.22148096	-1.24168522	13.58608591
2.19000000	7.63889591	-16.96771799	-15.35277630	16.22154452	-37.19973596	-23.76075583	-2.77033314	14.09281622
2.19833330	7.05860807	-16.36067450	-12.90776514	16.09602570	-40.40400328	-23.44869604	-4.94461460	15.04547981
2.20666670	6.69780316	-16.10821729	-10.41342281	15.69545960	-43.89768709	-23.11965770	-6.23423290	15.50351043
2.21500000	6.89954757	-16.51163018	-8.58004307	14.58648969	-47.22737998	-22.56210503	-7.11460823	15.92881066
2.22333330	6.44090126	-16.16610070	-5.91727494	14.46213359	-50.52799230	-22.39759882	-8.21183135	16.44155097
2.23166670	6.11963792	-15.97229681	-3.34419513	14.10781992	-53.81635096	-22.08284933	-7.65638370	16.55725032
2.24000000	6.39530443	-16.50228197	-1.57703497	12.99608051	-56.72493665	-21.58886026	-6.90538892	17.08513754
2.24833330	5.90099417	-15.91678891	1.00098061	12.70834536	-59.41101215	-21.08420616	-6.24878454	17.65110452
2.25666670	6.02588369	-16.19229036	2.74156725	11.63067972	-61.68787597	-20.29408768	-5.28312353	18.01927571
2.26500000	5.81872857	-16.13112844	4.86653388	10.87049463	-63.75178500	-19.48485269	-4.91092857	18.78641089
2.27333330	6.13698570	-16.47249749	6.37254723	9.41927060	-65.60958470	-18.41572045	-3.68473296	19.00751460
2.28166670	6.73172648	-17.15353379	7.27674989	7.67526461	-66.93758182	-17.50176524	-3.06783822	19.74567100
2.29000000	6.97066880	-17.48491451	8.83760941	6.32482196	-68.35840033	-16.45208889	-2.15635303	19.90039895
2.29833330	7.27864099	-17.90979493	10.24363029	5.01319964	-69.52026550	-15.60112409	-1.27189572	20.09835759
2.30666670	8.20620715	-18.92558678	10.60643654	2.91585520	-70.02050757	-14.84842828	-0.65602120	21.03068712
2.31500000	8.45195517	-19.21665682	11.89317076	1.71604765	-70.66105691	-14.12727235	0.44045121	21.39073595
2.32333330	9.29472733	-20.06053313	12.21432209	-0.21531140	-70.75729179	-13.37855791	1.48358066	21.97774053
2.33166670	9.47921069	-20.09917908	13.36161399	-1.31012931	-70.84683910	-12.68000611	2.32952774	22.01534882
2.34000000	10.34125401	-21.09693707	13.48263837	-2.98028971	-70.45766200	-12.09374331	3.79642965	22.48134564
2.34833330	10.40322875	-20.99499359	14.50654255	-3.81289861	-69.88748044	-11.67108450	5.08340661	22.85828466
2.35666670	10.98596992	-21.52775966	14.92127796	-5.33406068	-69.16063584	-10.96658781	6.39391312	23.17248502
2.36500000	11.18556388	-21.53014744	15.66204397	-6.28713900	-68.18585627	-10.52884158	6.64537871	23.33310851
2.37333330	11.95313217	-22.31849500	15.58376153	-8.04350092	-66.90483485	-9.75757216	8.01046039	23.54933146
2.38166670	12.14153098	-22.21349027	16.17774166	-9.00581347	-65.51786116	-9.31023800	8.28719658	23.61943933
2.39000000	12.67547305	-22.75536636	16.23768799	-10.43926903	-63.83511583	-8.64270476	9.26293411	23.88264492
